"","Gene_ID","Total_Lists_Present_In","Categories"
"1707","ORSgTEMT00100121",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1708","ORSgTEMT00100138",2,"hyper - Azucena (CG context) - repeats | hyper - Azucena (CHH context) - repeats"
"1709","ORSgTEMT00100200",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1710","ORSgTEMT00100235",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1711","ORSgTEMT00100289",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1712","ORSgTEMT00100315",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1713","ORSgTEMT00100414",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1714","ORSgTEMT00100432",2,"hyper - Azucena (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1715","ORSgTEMT00100445",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1716","ORSgTEMT00100449",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1717","ORSgTEMT00100511",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1718","ORSgTEMT00100517",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1719","ORSgTEMT00100533",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1720","ORSgTEMT00100594",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1721","ORSgTEMT00100683",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1722","ORSgTEMT00100744",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1723","ORSgTEMT00100851",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1724","ORSgTEMT00100884",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1725","ORSgTEMT00100908",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1726","ORSgTEMT00101019",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1727","ORSgTEMT00101057",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1728","ORSgTEMT00101208",2,"hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1729","ORSgTEMT00101307",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1730","ORSgTEMT00101325",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1731","ORSgTEMT00101326",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1732","ORSgTEMT00101354",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1733","ORSgTEMT00101397",2,"hyper - Azucena (CHG context) - repeats | hyper - BGI (CG context) - repeats"
"1734","ORSgTEMT00101402",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1735","ORSgTEMT00101436",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1736","ORSgTEMT00101466",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1737","ORSgTEMT00101531",2,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1738","ORSgTEMT00101537",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1739","ORSgTEMT00101680",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats"
"1740","ORSgTEMT00101695",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1741","ORSgTEMT00300008",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1742","ORSgTEMT00300011",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1743","ORSgTEMT00300018",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1744","ORSgTEMT00300026",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1745","ORSgTEMT00300058",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1746","ORSgTEMT00300075",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1747","ORSgTEMT00300076",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1748","ORSgTEMT00300093",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1749","ORSgTEMT00300138",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1750","ORSgTEMT00300142",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1751","ORSgTEMT00300154",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1752","ORSgTEMT00500777",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1753","ORSgTEMT00500834",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1754","ORSgTEMT00501001",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1755","ORSgTEMT00502012",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1756","ORSgTEMT00502526",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1757","ORSgTEMT00600006",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1758","ORSgTEMT00600033",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1759","ORSgTEMT00600048",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1760","ORSgTEMT00600127",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1761","ORSgTEMT00600153",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1762","ORSgTEMT00600230",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1763","ORSgTEMT00600240",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats"
"1764","ORSgTEMT00600254",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1765","ORSgTEMT00600255",2,"hypo - Azucena (CHG context) - repeats | hyper - BGI (CG context) - repeats"
"1766","ORSgTEMT00600274",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1767","ORSgTEMT00600288",2,"hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1768","ORSgTEMT00600312",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1769","ORSgTEMT00600314",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1770","ORSgTEMT00600385",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1771","ORSgTEMT00600407",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1772","ORSgTEMT00600444",2,"hyper - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1773","ORSgTEMT00600469",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1774","ORSgTEMT00600473",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1775","ORSgTEMT00600491",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1776","ORSgTEMT00600518",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1777","ORSgTEMT00600587",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1778","ORSgTEMT00700006",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1779","ORSgTEMT00700024",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1780","ORSgTEMT00800046",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHG context) - repeats"
"1781","ORSgTEMT00900088",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1782","ORSgTEMT00901370",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1783","ORSgTEMT00901802",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1784","ORSgTEMT00901872",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1785","ORSgTEMT01000006",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1786","ORSgTEMT01500002",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1787","ORSgTEMT01600094",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1788","ORSgTEMT01600150",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1789","ORSgTEMT01600217",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1790","ORSgTEMT01600241",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1791","ORSgTEMT01600279",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1792","ORSgTEMT01600396",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1793","ORSgTEMT01600462",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1794","ORSgTEMT01600467",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1795","ORSgTEMT01600527",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1796","ORSgTEMT01600577",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1797","ORSgTEMT01600582",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1798","ORSgTEMT01600633",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1799","ORSgTEMT01600655",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1800","ORSgTEMT01600736",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1801","ORSgTEMT01600788",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1802","ORSgTEMT01600838",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1803","ORSgTEMT01600965",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1804","ORSgTEMT01600978",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1805","ORSgTEMT01601142",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1806","ORSgTEMT01601232",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1807","ORSgTEMT01601282",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1808","ORSgTEMT01601299",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1809","ORSgTEMT01601308",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1810","ORSgTEMT01601328",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1811","ORSgTEMT01601470",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1812","ORSgTEMT01601630",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1813","ORSgTEMT01601689",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1814","ORSgTEMT01601699",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1815","ORSgTEMT01601898",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1816","ORSgTEMT01602106",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1817","ORSgTEMT01602128",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1818","ORSgTEMT01602375",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1819","ORSgTEMT01602571",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1820","ORSgTEMT01602651",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1821","ORSgTEMT01602716",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1822","ORSgTEMT01700247",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1823","ORSgTEMT01700486",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1824","ORSgTEMT01700715",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1825","ORSgTEMT01702354",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1826","ORSgTEMT01800013",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1827","ORSgTEMT01800057",2,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1828","ORSgTEMT01800073",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1829","ORSgTEMT01800090",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1830","ORSgTEMT01800102",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1831","ORSgTEMT01900021",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1832","ORSgTEMT02000019",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1833","ORSgTEMT02000020",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1834","ORSgTEMT02000022",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1835","ORSgTEMT02000023",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1836","ORSgTEMT02000025",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1837","ORSgTEMT02000036",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1838","ORSgTEMT02000040",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1839","ORSgTEMT02000057",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1840","ORSgTEMT02000076",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1841","ORSgTEMT02200001",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1842","ORSgTEMT02200002",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1843","ORSgTEMT02200003",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1844","ORSgTEMT02300014",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1845","ORSgTEMT02300017",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1846","ORSgTEMT02400084",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1847","ORSgTEMT02400191",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1848","ORSgTEMT02400203",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1849","ORSgTEMT02400232",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1850","ORSgTEMT02900071",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1851","ORSgTEMT02900169",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1852","ORSgTEMT03000007",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1853","ORSgTEMT03000008",2,"hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1854","ORSgTEMT03000010",2,"hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1855","ORSgTEMT03000023",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1856","ORSgTEMT03000039",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1857","ORSgTEMT03000048",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1858","ORSgTEMT03000054",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats"
"1859","ORSgTEMT03000057",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1860","ORSgTEMT03400001",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1861","ORSgTEMT03400002",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1862","ORSgTEMT03400028",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1863","ORSgTEMT03600017",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1864","ORSgTEMT03600037",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1865","ORSgTEMT03600070",2,"hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1866","ORSgTEMT03600099",2,"hypo - Azucena (CHG context) - repeats | hyper - BGI (CHH context) - repeats"
"1867","ORSgTEMT03800028",2,"hypo - Azucena (CHG context) - repeats | hyper - BGI (CG context) - repeats"
"1868","ORSgTEMT03800082",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1869","ORSgTEMT04200054",2,"hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1870","ORSgTEMT04300003",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1871","ORSgTEMT04500001",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1872","ORSgTEMT04500003",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1873","ORSgTEMT04500005",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1874","ORSgTEMT04500006",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1875","ORSgTEMT04500007",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1876","ORSgTEMT04600010",2,"hyper - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1877","ORSgTEMT05000088",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1878","ORSgTEMT06000003",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1879","ORSgTEMT06000163",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1880","ORSgTERT00100010",2,"hyper - Azucena (CG context) - repeats | hyper - Azucena (CHG context) - repeats"
"1881","ORSgTERT00100012",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1882","ORSgTERT00100016",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1883","ORSgTERT00100035",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1884","ORSgTERT00100257",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1885","ORSgTERT00100351",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1886","ORSgTERT00100357",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1887","ORSgTERT00100377",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1888","ORSgTERT00100410",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1889","ORSgTERT00100483",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1890","ORSgTERT00100519",2,"hyper - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1891","ORSgTERT00100543",2,"hypo - Azucena (CG context) - repeats | hyper - Azucena (CHH context) - repeats"
"1892","ORSgTERT00100544",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1893","ORSgTERT00100601",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1894","ORSgTERT00100650",2,"hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1895","ORSgTERT00200548",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1896","ORSgTERT00200732",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1897","ORSgTERT00201216",2,"hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats"
"1898","ORSgTETN00200002",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1899","ORSgTETN00300002",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1900","ORSgTETNOOT00040",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1901","ORSgTETNOOT00054",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1902","ORSgTETNOOT00062",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats"
"1903","ORSgTETNOOT00095",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1904","ORSgTETNOOT00128",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1905","ORSgTETNOOT00309",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1906","ORSgTETNOOT00592",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1907","ORSgTETNOOT00791",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1908","ORSgTETNOOT00858",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1909","ORSgTETNOOT00879",2,"hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats"
"1910","ORSgTETNOOT00896",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1911","ORSgTETNOOT00908",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1912","ORSgTETNOOT00962",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1913","ORSgTETNOOT01048",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1914","ORSgTETNOOT01139",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1915","ORSgTETNOOT01211",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1916","ORSgTETNOOT01524",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1917","ORSgTETNOOT01629",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1918","ORSgTETNOOT01650",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1919","ORSgTETNOOT01710",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1920","ORSgTETNOOT01773",2,"hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1921","ORSgTETNOOT02019",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1922","ORSgTETNOOT02130",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1923","ORSgTETNOOT02201",2,"hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats"
"1924","ORSgTETNOOT02394",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1925","ORSiCMCM00100012",2,"hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats"
"1926","ORSiCMCM00100014",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1927","ORSiCMCM00100018",2,"hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats"
"1928","ORSiOTOT00000053",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1929","ORSiTEMT00100013#DNA/Mite",2,"hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1930","ORSiTEMT01000001#DNA/Mite",2,"hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1931","ORSiTEMT01100016#SINE",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1932","ORSiTEMT01100018#SINE",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1933","ORSiTEMT01500001#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1934","ORSiTEMT02000003#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1935","ORSiTEMT02100002#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1936","ORSiTEMT02200001#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1937","ORSiTEMT03300001#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1938","ORSiTEMT03400001#DNA/Mite",2,"hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats"
"1939","ORSiTEMT05300006#DNA/Mite",2,"hyper - Azucena (CHG context) - repeats | hypo - BGI (CHG context) - repeats"
"1940","ORSiTEMT06000001",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1941","ORSiTEMT06000002#DNA/Mite",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1942","ORSiTEMT06000004#DNA/Mite",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1943","ORSiTEMT06800001",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1944","ORSiTERT00400004#SINE",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1945","ORSiTERT00400007#SINE",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1946","ORSiTERT00400013#SINE",2,"hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1947","ORSiTERT00400053",2,"hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats"
"1948","ORSiTERTOOT00006#LTR",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
"1949","ORSiTERTOOT00083",2,"hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats"
