,Gene_ID,Total_Lists_Present_In,Categories,ANNOTATION_GENE,ANNOTATION_RXN,Repeat,MSU,MSU_1,TF,Enzymes,RXN,PATHWAY
1762,ORSgTEMT00600230,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1763,ORSgTEMT00600240,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CG context) - repeats,,,1,,,,,,
1764,ORSgTEMT00600254,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1765,ORSgTEMT00600255,2,hypo - Azucena (CHG context) - repeats | hyper - BGI (CG context) - repeats,,,1,,,,,,
1766,ORSgTEMT00600274,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1767,ORSgTEMT00600288,2,hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1768,ORSgTEMT00600312,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1769,ORSgTEMT00600314,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1770,ORSgTEMT00600385,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1771,ORSgTEMT00600407,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1772,ORSgTEMT00600444,2,hyper - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1773,ORSgTEMT00600469,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1774,ORSgTEMT00600473,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1775,ORSgTEMT00600491,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1776,ORSgTEMT00600518,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1777,ORSgTEMT00600587,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1778,ORSgTEMT00700006,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1779,ORSgTEMT00700024,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1780,ORSgTEMT00800046,2,hypo - Azucena (CHG context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1781,ORSgTEMT00900088,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1782,ORSgTEMT00901370,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1783,ORSgTEMT00901802,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1784,ORSgTEMT00901872,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1785,ORSgTEMT01000006,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1786,ORSgTEMT01500002,2,hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1787,ORSgTEMT01600094,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1788,ORSgTEMT01600150,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1789,ORSgTEMT01600217,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1790,ORSgTEMT01600241,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1791,ORSgTEMT01600279,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1792,ORSgTEMT01600396,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1793,ORSgTEMT01600462,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1794,ORSgTEMT01600467,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1795,ORSgTEMT01600527,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1796,ORSgTEMT01600577,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1797,ORSgTEMT01600582,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1798,ORSgTEMT01600633,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1799,ORSgTEMT01600655,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1800,ORSgTEMT01600736,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1801,ORSgTEMT01600788,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1802,ORSgTEMT01600838,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1803,ORSgTEMT01600965,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1804,ORSgTEMT01600978,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1805,ORSgTEMT01601142,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1806,ORSgTEMT01601232,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1807,ORSgTEMT01601282,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1808,ORSgTEMT01601299,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1809,ORSgTEMT01601308,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1810,ORSgTEMT01601328,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1811,ORSgTEMT01601470,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1812,ORSgTEMT01601630,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1813,ORSgTEMT01601689,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1814,ORSgTEMT01601699,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1815,ORSgTEMT01601898,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1816,ORSgTEMT01602106,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1817,ORSgTEMT01602128,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1818,ORSgTEMT01602375,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1819,ORSgTEMT01602571,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1820,ORSgTEMT01602651,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1821,ORSgTEMT01602716,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1822,ORSgTEMT01700247,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1823,ORSgTEMT01700486,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1824,ORSgTEMT01700715,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1825,ORSgTEMT01702354,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1826,ORSgTEMT01800013,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1827,ORSgTEMT01800057,2,hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1828,ORSgTEMT01800073,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1829,ORSgTEMT01800090,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1830,ORSgTEMT01800102,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1831,ORSgTEMT01900021,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1832,ORSgTEMT02000019,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1833,ORSgTEMT02000020,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1834,ORSgTEMT02000022,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1835,ORSgTEMT02000023,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1836,ORSgTEMT02000025,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1837,ORSgTEMT02000036,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1838,ORSgTEMT02000040,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1839,ORSgTEMT02000057,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1840,ORSgTEMT02000076,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1841,ORSgTEMT02200001,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1842,ORSgTEMT02200002,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1843,ORSgTEMT02200003,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1844,ORSgTEMT02300014,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1845,ORSgTEMT02300017,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1846,ORSgTEMT02400084,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1847,ORSgTEMT02400191,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1848,ORSgTEMT02400203,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1849,ORSgTEMT02400232,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1850,ORSgTEMT02900071,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1851,ORSgTEMT02900169,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1852,ORSgTEMT03000007,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1853,ORSgTEMT03000008,2,hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1854,ORSgTEMT03000010,2,hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1855,ORSgTEMT03000023,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1856,ORSgTEMT03000039,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1857,ORSgTEMT03000048,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1858,ORSgTEMT03000054,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats,,,1,,,,,,
1859,ORSgTEMT03000057,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1860,ORSgTEMT03400001,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1861,ORSgTEMT03400002,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1862,ORSgTEMT03400028,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1863,ORSgTEMT03600017,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1864,ORSgTEMT03600037,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1865,ORSgTEMT03600070,2,hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1866,ORSgTEMT03600099,2,hypo - Azucena (CHG context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1867,ORSgTEMT03800028,2,hypo - Azucena (CHG context) - repeats | hyper - BGI (CG context) - repeats,,,1,,,,,,
1868,ORSgTEMT03800082,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1869,ORSgTEMT04200054,2,hyper - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1870,ORSgTEMT04300003,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1871,ORSgTEMT04500001,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1872,ORSgTEMT04500003,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1873,ORSgTEMT04500005,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1874,ORSgTEMT04500006,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1875,ORSgTEMT04500007,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1876,ORSgTEMT04600010,2,hyper - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1877,ORSgTEMT05000088,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1878,ORSgTEMT06000003,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1879,ORSgTEMT06000163,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1880,ORSgTERT00100010,2,hyper - Azucena (CG context) - repeats | hyper - Azucena (CHG context) - repeats,,,1,,,,,,
1881,ORSgTERT00100012,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1882,ORSgTERT00100016,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1883,ORSgTERT00100035,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1884,ORSgTERT00100257,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1885,ORSgTERT00100351,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1886,ORSgTERT00100357,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1887,ORSgTERT00100377,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1888,ORSgTERT00100410,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1889,ORSgTERT00100483,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1890,ORSgTERT00100519,2,hyper - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1891,ORSgTERT00100543,2,hypo - Azucena (CG context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1892,ORSgTERT00100544,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1893,ORSgTERT00100601,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1894,ORSgTERT00100650,2,hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1895,ORSgTERT00200548,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1896,ORSgTERT00200732,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1897,ORSgTERT00201216,2,hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1898,ORSgTETN00200002,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1899,ORSgTETN00300002,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1900,ORSgTETNOOT00040,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1901,ORSgTETNOOT00054,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1902,ORSgTETNOOT00062,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1903,ORSgTETNOOT00095,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1904,ORSgTETNOOT00128,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1905,ORSgTETNOOT00309,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1906,ORSgTETNOOT00592,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1907,ORSgTETNOOT00791,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1908,ORSgTETNOOT00858,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1909,ORSgTETNOOT00879,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1910,ORSgTETNOOT00896,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1911,ORSgTETNOOT00908,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1912,ORSgTETNOOT00962,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1913,ORSgTETNOOT01048,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1914,ORSgTETNOOT01139,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1915,ORSgTETNOOT01211,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1916,ORSgTETNOOT01524,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1917,ORSgTETNOOT01629,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1918,ORSgTETNOOT01650,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1919,ORSgTETNOOT01710,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1920,ORSgTETNOOT01773,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1921,ORSgTETNOOT02019,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1922,ORSgTETNOOT02130,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1923,ORSgTETNOOT02201,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1924,ORSgTETNOOT02394,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1925,ORSiCMCM00100012,2,hypo - BGI (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1926,ORSiCMCM00100014,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1927,ORSiCMCM00100018,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHG context) - repeats,,,1,,,,,,
1928,ORSiOTOT00000053,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1929,ORSiTEMT00100013#DNA/Mite,2,hypo - Azucena (CG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1930,ORSiTEMT01000001#DNA/Mite,2,hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1931,ORSiTEMT01100016#SINE,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1932,ORSiTEMT01100018#SINE,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1933,ORSiTEMT01500001#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1934,ORSiTEMT02000003#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1935,ORSiTEMT02100002#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1936,ORSiTEMT02200001#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1937,ORSiTEMT03300001#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1938,ORSiTEMT03400001#DNA/Mite,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1939,ORSiTEMT05300006#DNA/Mite,2,hyper - Azucena (CHG context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1940,ORSiTEMT06000001,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1941,ORSiTEMT06000002#DNA/Mite,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1942,ORSiTEMT06000004#DNA/Mite,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1943,ORSiTEMT06800001,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1944,ORSiTERT00400004#SINE,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1945,ORSiTERT00400007#SINE,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1946,ORSiTERT00400013#SINE,2,hyper - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1947,ORSiTERT00400053,2,hyper - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1948,ORSiTERTOOT00006#LTR,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1949,ORSiTERTOOT00083,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1950,ORSiTERTOOT00162,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1951,ORSiTERTOOT00205,2,hyper - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1952,ORSiTERTOOT00221,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1953,ORSiTERTOOT00247,2,hypo - Azucena (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1954,ORSiTERTOOT00275,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1955,ORSiTERTOOT00282,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1956,ORSiTETN00200012#DNA/En-Spm,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1957,ORSiTETNOOT00001#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1958,ORSiTETNOOT00011#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1959,ORSiTETNOOT00022#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1960,ORSiTETNOOT00027,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1961,ORSiTETNOOT00060#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1962,ORSiTETNOOT00065,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1963,ORSiTETNOOT00086#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1964,ORSiTETNOOT00090#DNA,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1965,ORSiTETNOOT00096#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1966,ORSiTETNOOT00105#DNA,2,hypo - Azucena (CHH context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1967,ORSiTETNOOT00109#DNA,2,hypo - BGI (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
1968,ORSiTETNOOT00110#DNA,2,hypo - Azucena (CHH context) - repeats | hyper - Azucena (CHH context) - repeats,,,1,,,,,,
1969,ORSiTETNOOT00114#DNA,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1970,ORSiTETNOOT00154,2,hyper - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1971,ORSiTETNOOT00164,2,hypo - BGI (CHG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1972,ORSiTETNOOT00172,2,hypo - Azucena (CHG context) - repeats | hypo - Azucena (CHH context) - repeats,,,1,,,,,,
1973,ORSiTETNOOT00178,2,hypo - Azucena (CG context) - repeats | hypo - BGI (CHH context) - repeats,,,1,,,,,,
1974,ORSiTETNOOT00181,2,hypo - BGI (CG context) - repeats | hypo - BGI (CHG context) - repeats,,,1,,,,,,
1975,ORSiTETNOOT00201,2,hypo - Azucena (CHH context) - repeats | hyper - BGI (CHH context) - repeats,,,1,,,,,,
